,nome,cpf,idade,data,endereco,estado
785,Clara Novais,247.593.018-79,32,1993-03-13,"distrito de sousa, 17
conjunto califórnia ii
61338794 freitas / rr",RORAIMA
786,Mathias Cirino,471.630.529-52,50,1974-11-26,"vila de abreu
conjunto santa maria
04545-347 silveira / ms",TOCANTINS
787,Luan Mendes,480.972.315-14,54,1971-08-13,"vila isaac da mata
jardim alvorada
46119-502 cirino / pe",MARANHÃO
788,João Pedro Andrade,413.860.275-53,34,1991-06-27,"travessa carlos eduardo da luz, 78
vila fumec
41718386 camargo / go",PERNAMBUCO
789,Luiza Pacheco,483.920.571-04,60,1965-02-26,"setor ana azevedo
rio branco
68985304 barbosa / am",ACRE
790,Ana Vitória Jesus,163.972.084-78,55,1970-08-24,"vila de mendonça
betânia
68750833 marques / ms",RIO DE JANEIRO
791,Fernanda Melo,305.746.192-16,24,2001-01-25,"aeroporto fogaça, 39
são tomaz
26934507 freitas alegre / ma",PIAUÍ
792,Ana Julia Brito,120.563.489-42,57,1968-07-26,"quadra de cassiano, 69
estrela
67158-944 novaes / rs",PARANÁ
793,Luiz Otávio Mendonça,346.957.210-07,54,1971-06-14,"jardim levi porto, 409
baleia
81152088 vieira das flores / se",SÃO PAULO
794,Emanuelly Da Rocha,834.765.102-71,33,1991-12-15,"estação andrade, 4
camponesa 2ª seção
52411-292 mendonça / sc",SANTA CATARINA
795,Henrique Machado,396.450.781-48,43,1981-12-19,"área de cavalcante, 71
ambrosina
30012-635 da mata / al",RONDÔNIA
796,Davi Lucas Rios,927.854.310-14,40,1985-07-13,"estrada de gonçalves, 36
saudade
00899-229 pinto / ma",ESPÍRITO SANTO
797,Luiz Felipe Silva,978.236.415-00,53,1972-08-01,"estrada de albuquerque, 4
são geraldo
74117825 pacheco verde / rs",RIO GRANDE DO NORTE
798,Srta. Hellena Da Costa,507.934.168-84,27,1998-02-04,"morro rocha, 77
jaraguá
11409347 ramos / rr",PARAÍBA
799,Vitor Gabriel Pereira,472.951.830-60,46,1979-04-16,"passarela borges
minas caixa
21268-221 pimenta da mata / mt",AMAPÁ
800,Srta. Mariane Araújo,927.864.053-00,46,1979-01-13,"vereda benjamin souza, 4
conjunto celso machado
99737215 costa / to",BAHIA
801,Sr. Bruno Pastor,549.671.082-02,60,1965-06-03,"loteamento peixoto, 68
palmares
86191-992 moraes / rn",AMAPÁ
802,Yan Novaes,204.386.791-13,21,2004-09-11,"trevo rocha, 9
jardim atlântico
04025-310 camargo / ro",PARANÁ
803,Arthur Gabriel Correia,786.450.913-48,18,2007-06-04,"aeroporto camila campos, 3
garças
35914-658 pastor grande / pa",BAHIA
804,Sr. Emanuel Rios,473.892.016-22,26,1999-01-08,"praia da cunha, 3
alto dos pinheiros
90932-945 caldeira / ce",ACRE
805,Manuela Caldeira,356.081.427-80,21,2004-03-10,"esplanada joão vieira, 601
nossa senhora do rosário
74008845 dias / ce",MARANHÃO
806,Nicolas Sales,263.987.450-00,28,1997-10-05,"esplanada monteiro
boa vista
42967-673 pinto das flores / pi",PARAÍBA
807,Ana Beatriz Pinto,947.803.561-48,48,1976-11-21,"esplanada de guerra
floresta
33924919 macedo paulista / pa",SERGIPE
808,Alice Casa Grande,301.479.658-10,42,1983-09-02,"trecho de pereira, 86
álvaro camargos
98902908 da mota / mg",CEARÁ
809,Isadora Rodrigues,921.376.045-07,55,1970-05-19,"estrada da rocha
marieta 3ª seção
62067863 rodrigues grande / ap",RONDÔNIA
810,Matheus Carvalho,365.197.420-07,22,2003-05-03,"núcleo isabella silveira, 68
pedreira padro lopes
81699-651 costela / am",RONDÔNIA
811,Dra. Manuella Aragão,739.485.162-19,33,1992-09-11,"avenida araújo
estrela do oriente
02123291 melo / pr",ALAGOAS
812,Lucca Porto,689.357.120-86,23,2002-09-15,"alameda emanuelly brito, 41
jardim alvorada
35035-930 martins do norte / ba",AMAZONAS
813,Sarah Martins,309.627.854-74,48,1976-12-30,"sítio de correia
vila mangueiras
52455-904 barros / go",SÃO PAULO
814,Dr. José Miguel Souza,749.123.086-50,30,1995-06-29,"vale aurora vasconcelos, 73
vila engenho nogueira
07743681 farias do campo / mg",GOIÁS
815,Zoe Caldeira,543.980.721-79,38,1987-07-14,"colônia de ramos, 931
vila das oliveiras
12681-447 novais de moraes / al",SERGIPE
816,Yan Nogueira,182.539.674-46,49,1976-01-04,"condomínio de rodrigues, 55
vila da ária
36293068 carvalho do galho / sp",CEARÁ
817,Heloísa Castro,620.184.395-70,59,1965-11-14,"praça cunha, 288
santa inês
16074-315 viana do campo / df",ESPÍRITO SANTO
818,Mirella Monteiro,267.401.893-31,38,1986-11-22,"setor da luz, 42
jatobá
76838101 brito de minas / ce",PARANÁ
819,Gabriela Da Cruz,584.276.319-28,18,2006-12-08,"estação de fogaça, 4
são joão
40817060 da costa da serra / rr",BAHIA
820,Alícia Montenegro,019.632.854-33,24,2001-09-01,"aeroporto arthur miguel lopes, 879
novo tupi
16408-896 carvalho / mt",ESPÍRITO SANTO
821,Maria Helena Pastor,135.924.807-23,43,1981-12-01,"via jesus
são benedito
48354-507 sá do sul / mt",PARAÍBA
822,Sra. Manuela Costa,682.319.470-78,35,1990-08-25,"rodovia de moraes, 800
belvedere
73273-963 sousa / rn",PARÁ
823,Rafael Borges,074.925.136-07,27,1998-09-21,"vereda cassiano, 71
alta tensão 1ª seção
72373-966 aragão do norte / ce",RORAIMA
824,Manuella Vasconcelos,412.037.596-06,19,2005-11-25,"vereda de porto, 370
alta tensão 1ª seção
41189-733 azevedo / sc",TOCANTINS
825,Mariah Montenegro,752.986.143-37,56,1969-10-26,"trecho de borges, 14
vila piratininga venda nova
93306-257 sampaio da serra / es",AMAZONAS
826,Gael Brito,512.493.607-06,20,2005-10-07,"rodovia de monteiro, 59
primeiro de maio
19999-382 da cruz grande / ce",PARAÍBA
827,Ana Luiza Fonseca,479.082.163-31,57,1968-02-14,"feira de da mota, 960
estrela do oriente
32507-901 vargas alegre / pb",PARAÍBA
828,Dante Cavalcante,219.470.835-97,22,2003-04-11,"área pereira, 91
maria tereza
04086604 moreira do norte / sp",TOCANTINS
829,Sarah Lima,710.624.389-22,53,1972-03-06,"via pinto
vila tirol
81210907 abreu de barros / rn",RIO GRANDE DO SUL
830,Mariana Da Mota,285.091.763-02,23,2001-11-30,"setor joão pedro cavalcanti, 81
marieta 1ª seção
10061034 castro de minas / rr",RONDÔNIA
831,João Miguel Cirino,235.469.708-29,50,1975-04-16,"campo de rodrigues, 61
conjunto califórnia i
52287-202 marques de novaes / to",PARAÍBA
832,Cecilia Pastor,873.120.546-17,43,1982-04-11,"praça da mata, 95
miramar
28655970 duarte da praia / rs",CEARÁ
833,Marcela Aparecida,253.609.147-34,27,1998-03-07,"estação de siqueira, 85
vila de sá
37569-739 correia / go",GOIÁS
834,Eduarda Caldeira,850.267.943-00,32,1992-11-06,"loteamento castro, 71
santa cruz
64413-948 cardoso do sul / es",PIAUÍ
835,Leonardo Novaes,817.264.059-58,31,1994-06-04,"passarela viana
marilandia
19354-369 peixoto dos dourados / ap",RONDÔNIA
836,Milena Costela,890.472.536-47,59,1966-05-21,"aeroporto camila barbosa
vila são geraldo
90996-395 silva / se",PARANÁ
837,Antony Araújo,678.951.203-95,51,1973-12-21,"área de machado
suzana
99355216 da rocha / ro",CEARÁ
838,Srta. Luana Araújo,736.051.482-71,47,1978-08-09,"chácara casa grande, 33
vila antena montanhês
66013225 campos do oeste / pb",PARÁ
839,Srta. Sofia Jesus,491.630.528-06,46,1978-12-16,"passarela andrade, 77
piraja
47693-831 pimenta / pr",ALAGOAS
840,Benjamim Da Luz,627.459.081-11,20,2005-04-10,"fazenda rhavi teixeira
parque são josé
46015-855 nunes / pe",PARÁ
841,Sr. Levi Lima,847.159.326-28,26,1998-12-29,"lagoa sampaio, 4
pirineus
84591-484 nunes / mg",SANTA CATARINA
842,Ana Cecília Porto,571.923.064-52,55,1970-10-25,"largo de nogueira, 2
vila puc
00564-905 pimenta / mg",AMAZONAS
843,Benicio Cardoso,319.675.084-10,45,1980-09-01,"estação de brito, 54
dom joaquim
23217968 caldeira / sp",DISTRITO FEDERAL
844,Larissa Dias,065.837.921-68,26,1999-10-28,"chácara de aparecida, 59
pindorama
30297-881 borges de goiás / ac",ACRE
845,Ana Cecília Barros,726.543.108-17,34,1991-05-31,"lagoa da mata, 587
santa maria
02346-655 da cunha do oeste / se",BAHIA
846,Brenda Novaes,073.182.495-41,59,1966-04-19,"núcleo joaquim da cruz, 86
concórdia
57641-432 camargo do amparo / mg",MATO GROSSO
847,Milena Costa,758.246.130-44,36,1988-12-27,"lagoa gael siqueira, 83
delta
22939-353 duarte / ac",GOIÁS
848,Maria Julia Cavalcanti,836.149.720-03,36,1989-08-08,"jardim pereira, 359
vila são gabriel
68617243 mendes / ro",DISTRITO FEDERAL
849,Emanuelly Guerra,635.892.470-29,57,1968-10-08,"lago leandro fogaça, 99
santa inês
49818166 andrade verde / ap",AMAZONAS
850,Ágatha Porto,496.385.072-92,46,1978-12-08,"distrito de jesus, 948
tupi a
20754132 da conceição / to",RIO GRANDE DO NORTE
851,Gabriela Ramos,762.851.304-26,37,1988-07-06,"esplanada asafe mendes, 28
maravilha
25700706 costa paulista / rj",PARAÍBA
852,Maria Clara Nascimento,273.589.106-21,56,1969-05-20,"sítio de da rosa
havaí
10843669 monteiro / ba",PARAÍBA
853,Ana Luiza Rezende,917.265.840-11,40,1985-01-04,"rua de ribeiro, 6
joão pinheiro
20212-203 andrade / rr",RIO GRANDE DO NORTE
854,Vicente Moura,631.809.475-00,41,1984-09-04,"núcleo de ribeiro, 47
conjunto jardim filadélfia
18106394 pacheco de viana / ap",ACRE
855,Breno Barbosa,918.236.507-59,46,1979-01-24,"travessa rael lima, 437
barreiro
18882905 souza da praia / ap",ACRE
856,Rafaela Da Mata,640.257.983-10,56,1969-02-10,"travessa de machado, 561
nazare
26271505 dias paulista / rs",SANTA CATARINA
857,Alana Campos,630.948.152-51,51,1973-11-19,"distrito campos, 974
vila ecológica
45888-927 pacheco / ce",SANTA CATARINA
858,Mathias Barbosa,653.720.984-65,35,1989-11-11,"viaduto de vargas, 27
vila fumec
65287352 pastor do oeste / pi",BAHIA
859,Luan Siqueira,948.315.620-33,27,1998-03-07,"morro marcos vinicius dias, 26
camargos
34467936 cavalcanti / go",AMAPÁ
860,Paulo Albuquerque,705.691.824-76,18,2006-11-07,"trecho de da luz, 82
vila maria
53435-302 costela da mata / ap",PARÁ
861,Kaique Da Rosa,801.527.693-40,57,1968-08-31,"conjunto de das neves, 359
providencia
99823752 brito / se",PARÁ
862,Alice Barros,917.682.450-02,45,1980-08-25,"quadra cardoso, 589
senhor dos passos
01499835 pastor / rn",SERGIPE
863,Maria Flor Machado,508.293.167-95,47,1978-09-17,"viela andré fonseca, 79
braúnas
46846107 silva do galho / pb",TOCANTINS
864,Sofia Nascimento,430.178.529-97,19,2006-09-08,"lago moreira, 36
jaqueline
71127922 oliveira da prata / ap",RONDÔNIA
865,Maria Luísa Campos,035.894.261-60,41,1984-02-10,"largo de da cunha, 57
santa rita de cássia
19678472 aparecida / pb",PARANÁ
866,Ana Laura Lopes,257.830.614-17,24,2001-04-02,"sítio de abreu, 77
cidade nova
53802-260 novaes / sc",RIO DE JANEIRO
867,Camila Sá,021.543.897-32,38,1987-09-14,"morro de freitas, 72
vila piratininga
35823-455 costela de sales / rj",SERGIPE
868,Maria Helena Pastor,598.034.217-60,26,1999-08-13,"alameda de rodrigues, 2
petropolis
96094377 nascimento dos dourados / ce",GOIÁS
869,João Guilherme Rios,194.563.027-25,44,1980-12-11,"via de rios, 28
graça
98821088 duarte alegre / rj",SERGIPE
870,Kamilly Araújo,127.859.430-23,45,1980-05-18,"viela sousa
bonsucesso
23397844 farias das pedras / ce",PARANÁ
871,Mateus Mendonça,854.601.297-02,44,1981-04-12,"feira luiz henrique garcia, 48
pongelupe
61774-019 machado de da cruz / to",MARANHÃO
872,Pedro Lucas Rezende,042.637.158-53,20,2005-10-18,"núcleo de siqueira
conjunto floramar
63774689 da costa / to",SERGIPE
873,Guilherme Da Paz,183.279.405-97,50,1975-06-21,"residencial esther ribeiro
virgínia
19307-735 da cruz / ms",PARÁ
874,Bella Aparecida,037.254.916-07,46,1979-03-28,"distrito gustavo henrique vasconcelos, 282
indaiá
62497-506 caldeira / mt",TOCANTINS
875,Maria Luiza Vargas,328.094.567-47,54,1971-09-17,"estação gustavo henrique sampaio, 29
minaslandia
91818127 campos da mata / rs",SERGIPE
876,Mariah Da Rocha,236.845.971-55,35,1990-08-22,"feira ana luiza cardoso, 9
joão pinheiro
50535882 fernandes / df",AMAPÁ
877,Marcelo Pinto,174.082.936-04,21,2004-05-19,"parque de sales, 43
vila calafate
53875772 camargo / es",AMAZONAS
878,Nina Moraes,362.795.014-34,25,2000-06-05,"sítio sabrina souza, 50
frei leopoldo
38026-572 pereira paulista / mg",SANTA CATARINA
879,Luiz Henrique Cirino,374.106.825-07,25,2000-04-27,"praça eloá novais, 629
solar do barreiro
79698320 peixoto / rr",RORAIMA
880,Murilo Nogueira,936.805.412-60,51,1974-06-17,"pátio de pastor
dona clara
64725-117 pinto / pi",RIO GRANDE DO SUL
881,João Felipe Gonçalves,731.098.246-04,27,1998-03-12,"viaduto ana beatriz machado, 50
vila nova gameleira 3ª seção
86207322 lima / rr",TOCANTINS
882,Sr. João Lucas Oliveira,093.418.576-00,24,2001-08-18,"passarela nina ribeiro, 82
universo
45467474 vasconcelos / pr",DISTRITO FEDERAL
883,Srta. Ana Almeida,065.293.187-12,50,1975-07-02,"campo felipe vasconcelos
vila santa rosa
63980-403 da luz dos dourados / ma",TOCANTINS
884,Samuel Abreu,634.871.950-20,45,1980-03-29,"viela joão vitor pimenta, 3
belvedere
48717-469 caldeira / ac",MATO GROSSO
885,Laís Machado,104.796.238-13,56,1969-01-22,"praça de da rosa, 973
nazare
05210-729 caldeira do amparo / ac",SERGIPE
886,Ana Laura Sousa,052.917.836-21,48,1977-01-10,"condomínio de monteiro, 6
oeste
25662-482 cardoso das pedras / rs",MATO GROSSO
887,Dr. Henry Pacheco,936.514.820-06,51,1973-12-30,"campo de da rocha, 443
ouro minas
04604-506 moura do amparo / al",GOIÁS
888,Dra. Mariana Barros,036.758.491-39,40,1985-08-18,"aeroporto apollo fonseca, 56
vila são dimas
39136-317 melo do norte / ap",DISTRITO FEDERAL
889,Gael Duarte,918.643.572-82,31,1994-08-26,"vereda guerra, 601
jardim vitoria
66739-847 silveira / ce",CEARÁ
890,Luna Rezende,925.138.476-28,50,1975-09-30,"esplanada de souza, 68
atila de paiva
10607-183 duarte / pb",ACRE
891,Mariah Carvalho,037.658.249-92,20,2005-03-03,"vila pacheco, 9
esplanada
91001-401 da conceição / rr",PIAUÍ
892,Sra. Isabella Mendonça,418.357.296-73,18,2007-07-30,"área de cassiano, 847
são cristóvão
05310-842 rodrigues das pedras / rn",BAHIA
893,Sophie Da Luz,098.273.415-88,29,1996-07-03,"conjunto de costela, 39
vila batik
58954-851 ramos / pr",MATO GROSSO DO SUL
894,Dra. Caroline Pacheco,509.367.814-75,50,1975-07-03,"esplanada souza, 76
silveira
01649-614 gonçalves de da paz / al",PIAUÍ
895,Diogo Guerra,906.315.874-20,47,1978-01-30,"alameda montenegro
alto vera cruz
57497-461 freitas do campo / ce",DISTRITO FEDERAL
896,Sra. Bella Da Cruz,479.103.268-31,60,1965-07-05,"viela de sampaio, 212
cidade jardim
62296-053 campos de castro / al",MARANHÃO
897,Benjamin Cirino,163.708.254-17,50,1975-07-16,"favela de viana, 56
solar do barreiro
65796700 ribeiro / rj",TOCANTINS
898,Caroline Da Conceição,193.827.045-23,35,1990-01-28,"aeroporto de santos
apolonia
47167-682 cirino do amparo / pb",CEARÁ
899,Dr. Anthony Gabriel Vasconcelos,168.270.543-90,58,1967-04-15,"rua sá, 90
coração eucarístico
29268772 câmara da praia / pa",RIO GRANDE DO NORTE
900,Bryan Casa Grande,257.130.496-80,34,1991-10-05,"rua lopes
sport club
64590-925 araújo / am",TOCANTINS
901,Sra. Olívia Silveira,854.760.931-84,43,1982-01-15,"ladeira sá, 784
outro
43437-203 da rocha / sp",MARANHÃO
902,Sra. Alana Fernandes,236.589.407-00,24,2001-03-19,"lagoa miguel da rocha, 707
vila nova dos milionarios
13466645 abreu de minas / al",ALAGOAS
903,Raul Castro,309.172.856-03,60,1965-08-11,"passarela silva, 58
vila betânia
96673-083 das neves alegre / pe",CEARÁ
904,Emanuelly Duarte,345.170.896-57,21,2004-09-04,"pátio larissa borges, 83
vila califórnia
92320-823 marques do galho / mg",CEARÁ
905,Danilo Rocha,538.264.709-74,39,1985-11-14,"estação gomes, 18
vila vista alegre
02395408 cunha / to",RORAIMA
906,Dra. Esther Sampaio,580.694.317-84,55,1969-11-09,"aeroporto oliver borges, 17
santa terezinha
23278093 sousa / ro",BAHIA
907,Maria Flor Pinto,875.230.649-65,52,1973-03-05,"recanto rios
são benedito
51325935 nunes / mg",PARÁ
908,Sra. Lavínia Pastor,594.760.813-84,40,1985-01-26,"condomínio alves, 71
cenaculo
00698-739 montenegro / al",RIO GRANDE DO NORTE
909,Caleb Porto,513.269.874-37,18,2007-10-01,"colônia de cavalcante, 94
cidade nova
27550-339 cassiano de barros / sp",CEARÁ
910,Ana Vitória Pereira,301.685.492-98,60,1965-09-21,"vale viana, 31
vila puc
31418-052 costa / sc",MINAS GERAIS
911,Ravi Lucca Souza,130.658.274-17,60,1965-10-10,"condomínio ayla porto, 2
ribeiro de abreu
36608460 guerra / se",CEARÁ
912,Dra. Isabelly Cirino,648.253.719-73,39,1986-08-14,"conjunto vieira, 565
fazendinha
45217935 câmara de da costa / pr",TOCANTINS
913,Dante Costela,269.783.051-03,54,1971-08-17,"conjunto dias, 8
vila antena montanhês
98852-924 oliveira / go",PERNAMBUCO
914,Bryan Araújo,356.907.812-40,54,1971-05-14,"esplanada de andrade
bacurau
83073635 melo verde / pi",PARÁ
915,Ana Lívia Siqueira,439.175.068-66,21,2004-02-10,"esplanada sophie da cunha, 16
barão homem de melo 2ª seção
20285-931 araújo paulista / ms",TOCANTINS
916,Helena Fogaça,190.675.438-10,49,1976-07-20,"avenida de nascimento, 2
são vicente
12556-451 silveira / df",SANTA CATARINA
917,Beatriz Barros,462.738.951-55,40,1985-03-29,"núcleo de aparecida, 825
monte são josé
58560225 jesus de nunes / ms",RORAIMA
918,Antônio Viana,034.971.658-75,38,1987-02-05,"feira castro, 239
vila mangueiras
19562-792 da cruz da mata / pb",PIAUÍ
919,Helena Sousa,463.297.185-55,32,1993-09-28,"aeroporto de vieira, 14
monte são josé
91345-476 costela / rr",PARANÁ
920,Bernardo Da Mata,690.247.835-00,20,2005-04-27,"lagoa de pereira
dom cabral
02550-993 ribeiro de sousa / se",AMAZONAS
921,Jade Vargas,182.764.390-04,27,1998-10-10,"lagoa pinto
santa cecilia
32441171 martins da praia / sc",RIO GRANDE DO SUL
922,Vitor Hugo Sampaio,329.075.168-68,58,1967-05-16,"loteamento de carvalho, 957
vila independencia 2ª seção
93438-733 nunes de da mata / pb",PARANÁ
923,Sr. Marcelo Gonçalves,687.495.203-00,58,1967-05-11,"passarela benjamin vargas, 90
parque são pedro
57345-764 aragão / pb",MARANHÃO
924,Gabrielly Rocha,084.572.963-29,42,1983-05-14,"travessa oliveira
vila vista alegre
97464-453 nascimento / pi",DISTRITO FEDERAL
925,Elisa Pinto,701.423.658-07,21,2004-04-10,"ladeira novaes, 27
santa sofia
21676-252 novais de goiás / rs",ACRE
926,Ágatha Rios,812.794.365-73,35,1990-04-27,"colônia de casa grande, 6
cidade jardim taquaril
58044-546 da cunha de vieira / rs",MATO GROSSO
927,Antonella Borges,014.529.368-89,50,1975-10-22,"parque thales silva, 21
conjunto são francisco de assis
48088-353 vargas / al",MATO GROSSO
928,Olívia Porto,654.902.781-02,26,1999-03-06,"núcleo pereira
vila das oliveiras
20295110 martins do norte / sc",ALAGOAS
929,Otto Abreu,365.804.127-71,36,1989-07-24,"fazenda catarina carvalho, 19
nossa senhora do rosário
75653-227 silva do amparo / se",RORAIMA
930,Dra. Larissa Moura,829.750.413-14,30,1995-07-21,"vale de camargo, 2
santa isabel
88598-665 sá verde / rs",MARANHÃO
931,Lunna Cavalcanti,841.763.592-00,49,1976-08-30,"vila de albuquerque, 99
diamante
81879327 carvalho dos dourados / ac",DISTRITO FEDERAL
932,Sara Câmara,173.280.495-88,47,1977-12-23,"setor jesus
nossa senhora da aparecida
98561-320 oliveira / rs",BAHIA
933,Thales Costela,183.546.972-82,52,1973-03-09,"avenida arthur andrade, 7
confisco
19782546 da conceição da prata / go",DISTRITO FEDERAL
934,Pedro Henrique Marques,964.728.051-30,32,1993-04-05,"vila moura, 67
álvaro camargos
93530-931 da luz / am",PARÁ
935,Benjamim Rodrigues,798.046.325-00,37,1988-04-30,"feira carlos eduardo moraes, 27
nossa senhora de fátima
82902-642 marques / am",PARANÁ
936,Benjamim Marques,038.976.241-50,40,1985-03-30,"recanto de alves
são marcos
07260367 teixeira paulista / rj",DISTRITO FEDERAL
937,Ryan Freitas,361.985.072-03,47,1978-07-13,"conjunto josué vasconcelos, 7
vila real 1ª seção
53401634 almeida / rj",SANTA CATARINA
938,Elisa Abreu,860.371.524-62,43,1982-05-02,"alameda de rodrigues, 25
heliopolis
73068312 viana do campo / ms",PARAÍBA
939,Yuri Da Cruz,187.034.526-62,27,1998-02-10,"esplanada eduardo rezende, 1
vila do pombal
40439-454 montenegro / al",AMAPÁ
940,Sra. Eloá Cavalcante,542.310.687-71,60,1964-11-03,"jardim da cunha, 6
são bernardo
35861-902 guerra / sc",SANTA CATARINA
941,Luiz Felipe Melo,736.280.149-13,22,2002-11-23,"colônia de pires, 39
conjunto novo dom bosco
46855-477 campos / mg",PARÁ
942,Srta. Natália Jesus,930.618.745-93,44,1981-06-25,"colônia vitória caldeira, 35
ambrosina
88135-580 novaes / mt",SÃO PAULO
943,Ísis Garcia,712.059.864-30,28,1997-06-23,"condomínio de cirino, 8
alto barroca
18386899 mendonça de rios / sp",MATO GROSSO
944,Benjamim Nogueira,539.247.068-83,40,1985-03-01,"esplanada de freitas, 997
vila copacabana
76748-912 silva / ac",MATO GROSSO
945,Luan Pastor,708.196.452-49,21,2004-03-24,"vila vitória rios, 68
mirtes
43884950 pinto de nogueira / pb",SERGIPE
946,Matheus Da Mota,805.379.624-92,25,2000-04-27,"aeroporto moraes, 23
penha
75275877 nogueira / pi",PERNAMBUCO
947,Isis Dias,354.871.602-44,38,1986-12-16,"travessa de lopes, 233
santa terezinha
40042407 martins do norte / pr",MATO GROSSO
948,Mariana Albuquerque,678.514.023-44,39,1986-09-06,"colônia de sousa
caiçara - adelaide
70607-375 nascimento do galho / ms",RONDÔNIA
949,Dr. Brayan Fernandes,598.201.473-79,24,2000-11-05,"residencial marques, 51
guaratã
30644-894 da mata / sp",SÃO PAULO
950,Maria Isis Duarte,048.237.619-87,23,2002-07-21,"quadra barros, 80
bom jesus
00038431 mendes / rs",PARANÁ
951,Dr. Caleb Silva,327.145.908-88,34,1991-01-03,"recanto câmara, 78
taquaril
81671875 da rosa de mendes / pr",RIO GRANDE DO NORTE
952,Dr. Gustavo Leão,643.819.502-24,26,1998-11-30,"praia emanuel da conceição, 276
joão alfredo
27774962 jesus / ap",RIO GRANDE DO SUL
953,Benjamin Novais,125.468.079-94,22,2003-07-29,"loteamento de pimenta, 33
vista alegre
14716193 teixeira dos dourados / pi",PIAUÍ
954,Cauã Souza,582.061.973-03,27,1998-02-15,"travessa de abreu, 23
virgínia
26803518 correia / sc",CEARÁ
955,Srta. Caroline Pacheco,048.726.193-31,39,1986-03-03,"aeroporto de da conceição
belmonte
75682-103 almeida / es",PARAÍBA
956,Heloísa Rodrigues,385.760.419-01,41,1984-01-06,"distrito de costela
guaratã
65602995 da paz / df",MINAS GERAIS
957,Cecilia Sá,152.490.876-20,25,2000-10-24,"praia moreira, 91
são lucas
49091677 moreira / se",CEARÁ
958,Dra. Kamilly Moraes,537.128.694-28,54,1970-12-25,"distrito felipe alves, 44
belmonte
87279090 das neves / al",RORAIMA
959,João Guilherme Da Paz,239.684.705-83,24,2001-10-27,"distrito diogo ramos, 30
são cristóvão
24593-087 teixeira do oeste / se",ACRE
960,Eloá Pinto,673.524.190-80,40,1985-02-09,"esplanada josé silveira, 71
conjunto califórnia i
55019-248 peixoto de goiás / rn",RIO DE JANEIRO
961,Manuela Nascimento,063.145.782-80,35,1989-11-21,"praça pedro pimenta
serra do curral
78854-233 porto / rs",SANTA CATARINA
962,Marcos Vinicius Nogueira,549.671.038-39,24,2001-02-20,"esplanada de aragão, 9
vila primeiro de maio
98717218 cunha de goiás / ro",DISTRITO FEDERAL
963,Luiz Henrique Cirino,235.061.847-17,21,2004-05-28,"rodovia pedro henrique da cruz, 39
pompéia
01013031 da mota / rr",ESPÍRITO SANTO
964,Apollo Fernandes,207.638.415-44,20,2005-10-06,"estrada eduardo cavalcanti, 6
marilandia
32209-209 dias / ro",TOCANTINS
965,Mirella Vargas,108.467.923-03,59,1966-04-18,"estrada de martins, 5
dom bosco
12771-594 cassiano das flores / ro",SERGIPE
966,Allana Campos,631.924.870-03,39,1985-11-01,"setor diogo carvalho, 196
indaiá
16924100 ferreira da praia / al",MATO GROSSO
967,Anthony Gonçalves,097.126.345-07,46,1978-12-20,"loteamento gomes, 892
maravilha
02812-866 cirino / ce",GOIÁS
968,Lucas Gabriel Pacheco,895.324.601-60,58,1967-04-17,"condomínio câmara, 55
carlos prates
46139-205 pimenta / pb",MATO GROSSO
969,Noah Jesus,652.143.897-28,36,1989-10-07,"recanto monteiro, 795
granja de freitas
38534838 da mota dos dourados / go",ACRE
970,Dr. Gabriel Pereira,839.476.520-38,40,1985-09-22,"feira de lopes, 535
são lucas
55307-946 fogaça da prata / ma",DISTRITO FEDERAL
971,Sr. Brayan Pimenta,139.620.754-61,52,1972-11-10,"avenida luna caldeira
virgínia
56318366 santos do oeste / mg",RONDÔNIA
972,Mathias Da Luz,406.829.153-51,54,1971-10-09,"quadra sá, 76
ápia
94987761 almeida / rn",PARAÍBA
973,Maria Eduarda Albuquerque,813.679.025-68,41,1984-05-24,"viela augusto pimenta, 85
teixeira dias
81331127 da mota / ro",PARANÁ
974,Arthur Miguel Mendonça,975.304.861-01,40,1985-09-24,"estrada camargo
paraíso
06425825 gonçalves / pa",AMAZONAS
975,Maria Flor Ribeiro,761.048.953-01,39,1986-07-30,"lago de marques, 77
novo tupi
33315-317 da cunha do norte / ap",PARÁ
976,Ana Cecília Duarte,982.071.345-50,40,1985-01-02,"vila alves, 61
planalto
10988-730 peixoto / ro",GOIÁS
977,Arthur Silveira,261.870.953-59,59,1966-10-06,"quadra calebe lopes, 959
vale do jatoba
00862-896 moreira da prata / mg",BAHIA
978,Benício Almeida,052.719.468-94,30,1995-01-27,"quadra ryan abreu
planalto
49699-883 porto / ba",DISTRITO FEDERAL
979,Maitê Caldeira,907.826.531-03,56,1968-12-22,"vale de da costa, 90
conjunto paulo vi
13905-597 moraes de peixoto / se",SANTA CATARINA
980,Sabrina Montenegro,269.178.354-55,59,1965-11-02,"estação fonseca
vila independencia 2ª seção
25413-317 mendonça do campo / al",ACRE
981,Esther Carvalho,546.237.890-47,36,1989-09-25,"trevo laura andrade, 87
novo das industrias
45928334 da rocha grande / se",PERNAMBUCO
982,Olívia Santos,097.431.526-52,18,2007-08-23,"fazenda de camargo, 49
novo são lucas
05746508 cirino de andrade / pb",AMAPÁ
983,Gabriel Silveira,145.289.637-28,26,1999-01-05,"pátio de câmara, 829
xangri-lá
27197334 da costa de moraes / ba",BAHIA
